Ticket,Símbolo  ,Tipo,Hora de abertura,Preço de abertura,Tamanho,Hora de fechamento,Preço de fechamento,Tempo na operação,Lucro/Prejuízo (Global),Saldo (Global),Comissão/Swap,Lucro/Prejuízo ($),Saldo ($),MAE (Global),MFE (Global),Magic number (Global),Strategy name (Global),Símbolo   (Global),Comentário  ,Lucro/Prejuízo (Pips),Saldo (Pips),Lucro/Prejuízo (%),Saldo (%),Tipo de amostra  ,Comissão/Swap (Global),Rebaixamento   (Global),% Rebaixamento (Global),Tamanho (Global)
690,XAUUSD+,Buy,23.10.2024 12:00:40,2757.09,0.1,23.10.2024 12:18:40,2753.3,18m 0s,-38.4,1391.47,-0.5,-38.4,1391.47,0,0,,Break G 1.5.158,XAUUSD+,sl 2753.30,-37900,2015300,-0.34,13.62,IS,-0.5,-290.8399999999983,-2.4895761197913595,0.1
692,XAUUSD+,Buy,29.10.2024 16:34:20,2757.09,0.1,29.10.2024 17:17:40,2768.82,43m 20s,116.8,1508.27,-0.5,116.8,1508.27,0,0,,Break G 1.5.158,XAUUSD+,tp 2768.82,117300,2132600,1.03,14.64,IS,-0.5,-174.03999999999905,-1.4897738546571597,0.1
694,XAUUSD+,Buy,29.10.2024 19:59:40,2769.45,0.1,30.10.2024 08:34:40,2783.51,12h 35m,130.89,1639.16,-9.71,130.89,1639.16,0,0,,Break G 1.5.158,XAUUSD+,tp 2783.51,140600,2273200,1.14,15.78,IS,-9.71,-43.149999999999636,-0.36936188134024506,0.1
696,XAUUSD+,Buy,22.11.2024 20:10:40,2709.23,0.1,25.11.2024 02:57:40,2709.95,2d 6h 47m,-2.51,1636.65,-9.71,-2.51,1636.65,0,0,,Break G 1.5.158,XAUUSD+,sl 2709.95,7200,2280400,-0.02,15.76,IS,-9.71,-45.659999999999854,-0.3908473580995522,0.1
698,XAUUSD+,Buy,07.01.2025 15:57:40,2664.04,0.1,07.01.2025 16:05:40,2659.29,8m 0s,-48,1588.65,-0.5,-48,1588.65,0,0,,Break G 1.5.158,XAUUSD+,sl 2659.29,-47500,2232900,-0.41,15.34,IS,-0.5,-93.65999999999985,-0.8017250013053903,0.1
700,XAUUSD+,Buy,08.01.2025 16:03:40,2664.04,0.1,08.01.2025 17:01:20,2659.69,57m 40s,-44,1544.65,-0.5,-44,1544.65,0,0,,Break G 1.5.158,XAUUSD+,sl 2659.69,-43500,2189400,-0.38,14.96,IS,-0.5,-137.65999999999985,-1.1783628409107418,0.1
702,XAUUSD+,Buy,09.01.2025 13:27:40,2669.54,0.1,09.01.2025 18:07:40,2666.87,4h 40m,-27.2,1517.45,-0.5,-27.2,1517.45,0,0,,Break G 1.5.158,XAUUSD+,sl 2666.87,-26700,2162700,-0.24,14.73,IS,-0.5,-164.86000000000058,-1.4111935053940563,0.1
704,XAUUSD+,Buy,10.01.2025 04:31:40,2674.77,0.1,10.01.2025 15:30:40,2674.23,10h 59m,-5.9,1511.55,-0.5,-5.9,1511.55,0,0,,Break G 1.5.158,XAUUSD+,sl 2674.23,-5400,2157300,-0.05,14.68,IS,-0.5,-170.76000000000022,-1.4616972157047707,0.1
706,XAUUSD+,Buy,10.01.2025 17:05:40,2689.46,0.1,10.01.2025 20:27:20,2688.12,3h 21m,-13.9,1497.65,-0.5,-13.9,1497.65,0,0,,Break G 1.5.158,XAUUSD+,sl 2688.12,-13400,2143900,-0.12,14.56,IS,-0.5,-184.65999999999985,-1.5806805332164582,0.1
708,XAUUSD+,Buy,15.01.2025 22:54:20,2696.22,0.1,16.01.2025 08:13:40,2691.95,9h 19m,-70.84,1426.81,-28.14,-70.84,1426.81,0,0,,Break G 1.5.158,XAUUSD+,sl 2691.95,-42700,2101200,-0.62,13.94,IS,-28.14,-255.5,-2.1870674549810754,0.1
710,XAUUSD+,Buy,16.01.2025 09:50:40,2699.85,0.1,16.01.2025 13:32:40,2709.65,3h 42m,97.5,1524.31,-0.5,97.5,1524.31,0,0,,Break G 1.5.158,XAUUSD+,tp 2709.65,98000,2199200,0.85,14.79,IS,-0.5,-158.0,-1.3524722422192168,0.1
712,XAUUSD+,Buy,21.01.2025 04:10:20,2722.3,0.1,21.01.2025 10:46:40,2721.67,6h 36m,-6.8,1517.51,-0.5,-6.8,1517.51,0,0,,Break G 1.5.158,XAUUSD+,sl 2721.67,-6300,2192900,-0.06,14.73,IS,-0.5,-164.79999999999927,-1.4106799083400376,0.1
714,XAUUSD+,Buy,21.01.2025 15:20:40,2729.72,0.1,21.01.2025 15:59:20,2724.82,38m 40s,-49.5,1468.01,-0.5,-49.5,1468.01,0,0,,Break G 1.5.158,XAUUSD+,sl 2724.82,-49000,2143900,-0.43,14.3,IS,-0.5,-214.29999999999927,-1.8343974778960581,0.1
716,XAUUSD+,Buy,21.01.2025 16:16:40,2729.72,0.1,21.01.2025 18:17:40,2741.4,2h 1m,116.3,1584.31,-0.5,116.3,1584.31,0,0,,Break G 1.5.158,XAUUSD+,tp 2741.40,116800,2260700,1.01,15.32,IS,-0.5,-98.0,-0.8388751882119193,0.1
718,XAUUSD+,Buy,24.01.2025 03:09:40,2761.63,0.1,24.01.2025 04:20:20,2771.52,1h 10m,98.4,1682.71,-0.5,98.4,1682.71,0,0,,Break G 1.5.158,XAUUSD+,tp 2771.52,98900,2359600,0.85,16.17,IS,-0.5,-0.0,-0.0,0.1
720,XAUUSD+,Buy,24.01.2025 05:46:40,2774.16,0.1,24.01.2025 16:29:40,2774.7,10h 43m,4.9,1687.61,-0.5,4.9,1687.61,0,0,,Break G 1.5.158,XAUUSD+,sl 2774.70,5400,2365000,0.04,16.21,IS,-0.5,-0.0,-0.0,0.1
722,XAUUSD+,Buy,24.01.2025 17:13:40,2782.52,0.1,24.01.2025 17:54:40,2777.46,41m 0s,-51.1,1636.51,-0.5,-51.1,1636.51,0,0,,Break G 1.5.158,XAUUSD+,sl 2777.46,-50600,2314400,-0.44,15.77,IS,-0.5,-51.100000000000364,-0.4372151363709116,0.1
724,XAUUSD+,Buy,30.01.2025 16:30:20,2787.13,0.1,30.01.2025 16:32:40,2783.06,2m 20s,-41.2,1595.31,-0.5,-41.2,1595.31,0,0,,Break G 1.5.158,XAUUSD+,sl 2783.06,-40700,2273700,-0.35,15.42,IS,-0.5,-92.30000000000109,-0.7897251876132159,0.1
726,XAUUSD+,Buy,30.01.2025 17:00:40,2787.93,0.1,30.01.2025 18:01:20,2798.22,1h 0m,102.4,1697.71,-0.5,102.4,1697.71,0,0,,Break G 1.5.158,XAUUSD+,tp 2798.22,102900,2376600,0.88,16.3,IS,-0.5,-0.0,-0.0,0.1
728,XAUUSD+,Buy,31.01.2025 13:52:40,2800.03,0.1,31.01.2025 16:56:40,2809.64,3h 4m,95.6,1793.31,-0.5,95.6,1793.31,0,0,,Break G 1.5.158,XAUUSD+,tp 2809.64,96100,2472700,0.82,17.12,IS,-0.5,-0.0,-0.0,0.1
730,XAUUSD+,Buy,03.02.2025 16:08:40,2812.44,0.1,03.02.2025 16:50:40,2826.8,42m 0s,143.1,1936.41,-0.5,143.1,1936.41,0,0,,Break G 1.5.158,XAUUSD+,tp 2826.80,143600,2616300,1.21,18.33,IS,-0.5,-0.0,-0.0,0.1
732,XAUUSD+,Buy,04.02.2025 16:23:40,2834.97,0.1,04.02.2025 17:43:40,2834.92,1h 20m,-1,1935.41,-0.5,-1,1935.41,0,0,,Break G 1.5.158,XAUUSD+,sl 2834.92,-500,2615800,-0.01,18.32,IS,-0.5,-1.0,-0.00837772831194638,0.1
734,XAUUSD+,Buy,10.02.2025 08:09:40,2882.96,0.1,10.02.2025 09:35:40,2895.73,1h 26m,127.2,2062.61,-0.5,127.2,2062.61,0,0,,Break G 1.5.158,XAUUSD+,tp 2895.73,127700,2743500,1.07,19.39,IS,-0.5,-0.0,-0.0,0.1
736,XAUUSD+,Buy,10.02.2025 10:32:20,2895.52,0.1,10.02.2025 15:20:40,2908.97,4h 48m,134,2196.61,-0.5,134,2196.61,0,0,,Break G 1.5.158,XAUUSD+,tp 2908.97,134500,2878000,1.11,20.5,IS,-0.5,-0.0,-0.0,0.1
738,XAUUSD+,Buy,10.02.2025 16:20:40,2904.68,0.1,10.02.2025 18:51:40,2899.61,2h 31m,-51.2,2145.41,-0.5,-51.2,2145.41,0,0,,Break G 1.5.158,XAUUSD+,sl 2899.61,-50700,2827300,-0.42,20.08,IS,-0.5,-51.20000000000073,-0.4197887773733903,0.1
740,XAUUSD+,Buy,11.02.2025 01:02:40,2909.13,0.1,11.02.2025 02:51:40,2922.38,1h 49m,132,2277.41,-0.5,132,2277.41,0,0,,Break G 1.5.158,XAUUSD+,tp 2922.38,132500,2959800,1.09,21.17,IS,-0.5,-0.0,-0.0,0.1
742,XAUUSD+,Buy,14.02.2025 12:36:40,2940.11,0.1,14.02.2025 12:52:20,2935.2,15m 40s,-49.6,2227.81,-0.5,-49.6,2227.81,0,0,,Break G 1.5.158,XAUUSD+,sl 2935.20,-49100,2910700,-0.4,20.76,IS,-0.5,-49.600000000000364,-0.40399400199227936,0.1
744,XAUUSD+,Buy,19.02.2025 10:36:40,2940.11,0.1,19.02.2025 13:55:40,2936.14,3h 19m,-40.2,2187.61,-0.5,-40.2,2187.61,0,0,,Break G 1.5.158,XAUUSD+,sl 2936.14,-39700,2871000,-0.33,20.44,IS,-0.5,-89.80000000000109,-0.7314246245747351,0.1
746,XAUUSD+,Buy,20.02.2025 07:55:40,2945.82,0.1,20.02.2025 14:23:40,2944.81,6h 28m,-10.6,2177.01,-0.5,-10.6,2177.01,0,0,,Break G 1.5.158,XAUUSD+,sl 2944.81,-10100,2860900,-0.09,20.35,IS,-0.5,-100.40000000000146,-0.8177620524198617,0.1
748,XAUUSD+,Buy,24.02.2025 15:59:40,2954.45,0.1,24.02.2025 16:17:40,2948.56,18m 0s,-59.4,2117.61,-0.5,-59.4,2117.61,0,0,,Break G 1.5.158,XAUUSD+,sl 2948.56,-58900,2802000,-0.49,19.86,IS,-0.5,-159.8000000000011,-1.3015774499670607,0.1
750,XAUUSD+,Buy,13.03.2025 05:46:40,2942.7,0.1,13.03.2025 08:52:20,2938.04,3h 5m,-47.1,2070.51,-0.5,-47.1,2070.51,0,0,,Break G 1.5.158,XAUUSD+,sl 2938.04,-46600,2755400,-0.39,19.47,IS,-0.5,-206.90000000000146,-1.6852088510524712,0.1
752,XAUUSD+,Buy,13.03.2025 12:20:40,2945.71,0.1,13.03.2025 15:58:40,2941.06,3h 38m,-47,2023.51,-0.5,-47,2023.51,0,0,,Break G 1.5.158,XAUUSD+,sl 2941.06,-46500,2708900,-0.39,19.08,IS,-0.5,-253.90000000000146,-2.068025748101604,0.1
754,XAUUSD+,Buy,18.03.2025 02:18:40,3002.5,0.1,18.03.2025 06:13:40,3012.5,3h 55m,99.5,2123.01,-0.5,99.5,2123.01,0,0,,Break G 1.5.158,XAUUSD+,tp 3012.50,100000,2808900,0.83,19.91,IS,-0.5,-154.40000000000146,-1.2575942320082272,0.1
756,XAUUSD+,Buy,18.03.2025 07:19:40,3012.8,0.1,18.03.2025 08:23:40,3008.24,1h 4m,-46.1,2076.91,-0.5,-46.1,2076.91,0,0,,Break G 1.5.158,XAUUSD+,sl 3008.24,-45600,2763300,-0.38,19.53,IS,-0.5,-200.50000000000182,-1.6330805927308902,0.1
758,XAUUSD+,Buy,18.03.2025 09:03:40,3014.51,0.1,18.03.2025 11:31:40,3026.17,2h 28m,116.1,2193.01,-0.5,116.1,2193.01,0,0,,Break G 1.5.158,XAUUSD+,tp 3026.17,116600,2879900,0.96,20.49,IS,-0.5,-84.40000000000146,-0.6874414066159015,0.1
760,XAUUSD+,Buy,18.03.2025 14:35:40,3026.46,0.1,18.03.2025 17:11:40,3026.02,2h 36m,-4.9,2188.11,-0.5,-4.9,2188.11,0,0,,Break G 1.5.158,XAUUSD+,sl 3026.02,-4400,2875500,-0.04,20.45,IS,-0.5,-89.30000000000109,-0.7273521043933614,0.1
762,XAUUSD+,Buy,18.03.2025 19:26:40,3035.59,0.1,19.03.2025 04:06:20,3029.57,8h 39m,-69.91,2118.2,-9.71,-69.91,2118.2,0,0,,Break G 1.5.158,XAUUSD+,sl 3029.57,-60200,2815300,-0.57,19.88,IS,-9.71,-159.21000000000095,-1.2967718761530385,0.1
764,XAUUSD+,Buy,19.03.2025 06:52:40,3037.2,0.1,19.03.2025 09:20:40,3035.19,2h 28m,-20.6,2097.6,-0.5,-20.6,2097.6,0,0,,Break G 1.5.158,XAUUSD+,sl 3035.19,-20100,2795200,-0.17,19.71,IS,-0.5,-179.8100000000013,-1.46455970762564,0.1
766,XAUUSD+,Buy,19.03.2025 22:37:40,3046.76,0.1,20.03.2025 08:41:40,3044.78,10h 4m,-47.94,2049.66,-28.14,-47.94,2049.66,0,0,,Break G 1.5.158,XAUUSD+,sl 3044.78,-19800,2775400,-0.4,19.31,IS,-28.14,-227.75000000000182,-1.8550329426157597,0.1
768,XAUUSD+,Buy,27.03.2025 13:30:40,3054.34,0.1,27.03.2025 14:28:40,3048.93,58m 0s,-54.6,1995.06,-0.5,-54.6,1995.06,0,0,,Break G 1.5.158,XAUUSD+,sl 3048.93,-54100,2721300,-0.45,18.86,IS,-0.5,-282.3500000000022,-2.2997521464217767,0.1
770,XAUUSD+,Buy,27.03.2025 14:52:40,3054.34,0.1,27.03.2025 15:31:20,3048.83,38m 40s,-55.6,1939.46,-0.5,-55.6,1939.46,0,0,,Break G 1.5.158,XAUUSD+,sl 3048.83,-55100,2666200,-0.46,18.39,IS,-0.5,-337.95000000000255,-2.752616390590541,0.1
772,XAUUSD+,Buy,27.03.2025 17:39:40,3054.62,0.1,27.03.2025 19:50:40,3048.57,2h 11m,-61,1878.46,-0.5,-61,1878.46,0,0,,Break G 1.5.158,XAUUSD+,sl 3048.57,-60500,2605700,-0.51,17.88,IS,-0.5,-398.95000000000255,-3.249463852718139,0.1
774,XAUUSD+,Buy,27.03.2025 22:27:20,3057.67,0.1,28.03.2025 04:49:20,3072.48,6h 22m,138.39,2016.85,-9.71,138.39,2016.85,0,0,,Break G 1.5.158,XAUUSD+,tp 3072.48,148100,2753800,1.17,19.05,IS,-9.71,-260.56000000000313,-2.122271716917516,0.1
776,XAUUSD+,Buy,03.04.2025 01:58:40,3146.18,0.1,03.04.2025 03:10:40,3150.84,1h 12m,46.1,2062.95,-0.5,46.1,2062.95,0,0,,Break G 1.5.158,XAUUSD+,sl 3150.84,46600,2800400,0.38,19.43,IS,-0.5,-214.46000000000276,-1.746785356194853,0.1
778,XAUUSD+,Buy,03.04.2025 04:37:40,3162.72,0.1,03.04.2025 04:50:40,3151.34,13m 0s,-114.3,1948.65,-0.5,-114.3,1948.65,0,0,,Break G 1.5.158,XAUUSD+,sl 3151.34,-113800,2686600,-0.95,18.48,IS,-0.5,-328.76000000000204,-2.6777634696568873,0.1
780,XAUUSD+,Buy,10.04.2025 18:15:40,3162.72,0.1,11.04.2025 03:21:40,3195,9h 6m,313.09,2261.74,-9.71,313.09,2261.74,0,0,,Break G 1.5.158,XAUUSD+,tp 3195.00,322800,3009400,2.62,21.11,IS,-9.71,-15.670000000001892,-0.12763278248426885,0.1
782,XAUUSD+,Buy,11.04.2025 03:30:40,3194.91,0.1,11.04.2025 08:42:40,3198.41,5h 12m,34.5,2296.24,-0.5,34.5,2296.24,0,0,,Break G 1.5.158,XAUUSD+,sl 3198.41,35000,3044400,0.28,21.39,IS,-0.5,-0.0,-0.0,0.1
784,XAUUSD+,Buy,11.04.2025 11:14:20,3218.95,0.1,14.04.2025 01:01:40,3219.2,2d 13h 47m,-7.21,2289.03,-9.71,-7.21,2289.03,0,0,,Break G 1.5.158,XAUUSD+,sl 3219.20,2500,3046900,-0.06,21.33,IS,-9.71,-7.209999999999127,-0.058635810621776405,0.1
786,XAUUSD+,Buy,14.04.2025 04:43:40,3240.47,0.1,14.04.2025 06:03:40,3228.61,1h 20m,-119.1,2169.93,-0.5,-119.1,2169.93,0,0,,Break G 1.5.158,XAUUSD+,sl 3228.61,-118600,2928300,-0.97,20.36,IS,-0.5,-126.30999999999949,-1.0272245824739867,0.1
788,XAUUSD+,Buy,16.04.2025 01:50:40,3240.47,0.1,16.04.2025 03:00:40,3256.38,1h 10m,158.6,2328.53,-0.5,158.6,2328.53,0,0,,Break G 1.5.158,XAUUSD+,tp 3256.38,159100,3087400,1.3,21.66,IS,-0.5,-0.0,-0.0,0.1
790,XAUUSD+,Buy,16.04.2025 06:06:40,3271.55,0.1,16.04.2025 08:34:40,3290.54,2h 28m,189.4,2517.93,-0.5,189.4,2517.93,0,0,,Break G 1.5.158,XAUUSD+,tp 3290.54,189900,3277300,1.54,23.2,IS,-0.5,-0.0,-0.0,0.1
792,XAUUSD+,Buy,16.04.2025 11:00:20,3300.47,0.1,16.04.2025 11:31:40,3291.82,31m 20s,-87,2430.93,-0.5,-87,2430.93,0,0,,Break G 1.5.158,XAUUSD+,sl 3291.82,-86500,3190800,-0.7,22.5,IS,-0.5,-87.0,-0.6950030875711872,0.1
794,XAUUSD+,Buy,16.04.2025 12:40:20,3307.08,0.1,16.04.2025 14:10:40,3297.02,1h 30m,-101.1,2329.83,-0.5,-101.1,2329.83,0,0,,Break G 1.5.158,XAUUSD+,sl 3297.02,-100600,3090200,-0.81,21.69,IS,-0.5,-188.10000000000036,-1.5026446065763284,0.1
796,XAUUSD+,Buy,16.04.2025 15:00:40,3307.08,0.1,16.04.2025 16:43:40,3296.83,1h 43m,-103,2226.83,-0.5,-103,2226.83,0,0,,Break G 1.5.158,XAUUSD+,sl 3296.83,-102500,2987700,-0.84,20.85,IS,-0.5,-291.10000000000036,-2.3254643539307223,0.1
798,XAUUSD+,Buy,16.04.2025 18:04:40,3313.04,0.1,16.04.2025 21:26:40,3338.83,3h 22m,257.4,2484.23,-0.5,257.4,2484.23,0,0,,Break G 1.5.158,XAUUSD+,tp 3338.83,257900,3245600,2.11,22.96,IS,-0.5,-33.70000000000073,-0.2692138396683852,0.1
800,XAUUSD+,Buy,16.04.2025 21:30:20,3338.42,0.1,17.04.2025 04:31:40,3334.72,7h 1m,-65.14,2419.09,-28.14,-65.14,2419.09,0,0,,Break G 1.5.158,XAUUSD+,sl 3334.72,-37000,3208600,-0.52,22.44,IS,-28.14,-98.84000000000015,-0.7895874158107614,0.1
802,XAUUSD+,Buy,21.04.2025 03:02:20,3353.07,0.1,21.04.2025 04:56:20,3378.64,1h 54m,255.2,2674.29,-0.5,255.2,2674.29,0,0,,Break G 1.5.158,XAUUSD+,tp 3378.64,255700,3464300,2.05,24.49,IS,-0.5,-0.0,-0.0,0.1
804,XAUUSD+,Buy,21.04.2025 05:00:40,3377.74,0.1,21.04.2025 14:43:40,3403.68,9h 43m,258.9,2933.19,-0.5,258.9,2933.19,0,0,,Break G 1.5.158,XAUUSD+,tp 3403.68,259400,3723700,2.04,26.54,IS,-0.5,-0.0,-0.0,0.1
806,XAUUSD+,Buy,21.04.2025 15:00:40,3404.65,0.1,21.04.2025 16:54:20,3426.51,1h 53m,218.1,3151.29,-0.5,218.1,3151.29,0,0,,Break G 1.5.158,XAUUSD+,tp 3426.51,218600,3942300,1.69,28.22,IS,-0.5,-0.0,-0.0,0.1
808,XAUUSD+,Buy,21.04.2025 18:43:20,3426.24,0.1,21.04.2025 19:19:40,3414.8,36m 20s,-114.9,3036.39,-0.5,-114.9,3036.39,0,0,,Break G 1.5.158,XAUUSD+,sl 3414.80,-114400,3827900,-0.87,27.35,IS,-0.5,-114.89999999999964,-0.8736785516858004,0.1
810,XAUUSD+,Buy,21.04.2025 21:31:40,3426.24,0.1,22.04.2025 03:03:40,3423.08,5h 32m,-50.52,2985.87,-18.92,-50.52,2985.87,0,0,,Break G 1.5.158,XAUUSD+,sl 3423.08,-31600,3796300,-0.39,26.96,IS,-18.92,-165.42000000000007,-1.2578233770223293,0.1
812,XAUUSD+,Buy,22.04.2025 04:32:40,3441.31,0.1,22.04.2025 05:44:40,3468.97,1h 12m,276.1,3261.97,-0.5,276.1,3261.97,0,0,,Break G 1.5.158,XAUUSD+,tp 3468.97,276600,4072900,2.13,29.09,IS,-0.5,-0.0,-0.0,0.1
814,XAUUSD+,Buy,22.04.2025 06:30:20,3488.78,0.1,22.04.2025 08:31:40,3475.5,2h 1m,-133.3,3128.67,-0.5,-133.3,3128.67,0,0,,Break G 1.5.158,XAUUSD+,sl 3475.50,-132800,3940100,-1.01,28.08,IS,-0.5,-133.29999999999927,-1.0051297054660744,0.1
816,XAUUSD+,Buy,05.06.2025 12:56:20,3390.09,0.1,05.06.2025 15:49:40,3385.71,2h 53m,-44.3,3084.37,-0.5,-44.3,3084.37,0,0,,Break G 1.5.158,XAUUSD+,sl 3385.71,-43800,3896300,-0.34,27.74,IS,-0.5,-177.59999999999854,-1.3391675595707,0.1
818,XAUUSD+,Buy,13.06.2025 03:02:40,3399.88,0.1,13.06.2025 03:54:40,3418.73,52m 0s,188,3272.37,-0.5,188,3272.37,0,0,,Break G 1.5.158,XAUUSD+,tp 3418.73,188500,4084800,1.44,29.18,IS,-0.5,-0.0,-0.0,0.1
820,XAUUSD+,Buy,13.06.2025 04:00:40,3416.7,0.1,13.06.2025 05:33:40,3438.67,1h 33m,219.2,3491.57,-0.5,219.2,3491.57,0,0,,Break G 1.5.158,XAUUSD+,tp 3438.67,219700,4304500,1.65,30.83,IS,-0.5,-0.0,-0.0,0.1
822,XAUUSD+,Buy,11.07.2025 18:07:40,3364.6,0.1,11.07.2025 18:51:40,3357.85,44m 0s,-68,3423.57,-0.5,-68,3423.57,0,0,,Break G 1.5.158,XAUUSD+,sl 3357.85,-67500,4237000,-0.5,30.33,IS,-0.5,-68.0,-0.504018435215471,0.1
824,XAUUSD+,Buy,14.07.2025 02:00:40,3370.72,0.1,14.07.2025 04:08:40,3364.1,2h 8m,-66.7,3356.87,-0.5,-66.7,3356.87,0,0,,Break G 1.5.158,XAUUSD+,sl 3364.10,-66200,4170800,-0.5,29.83,IS,-0.5,-134.70000000000073,-0.9984012238753575,0.1
826,XAUUSD+,Buy,14.07.2025 10:08:20,3370.72,0.1,14.07.2025 12:34:40,3364.31,2h 26m,-64.6,3292.27,-0.5,-64.6,3292.27,0,0,,Break G 1.5.158,XAUUSD+,sl 3364.31,-64100,4106700,-0.48,29.35,IS,-0.5,-199.3000000000011,-1.4772187373300576,0.1
828,XAUUSD+,Buy,14.07.2025 13:10:40,3374.74,0.1,14.07.2025 14:49:40,3368.39,1h 39m,-64,3228.27,-0.5,-64,3228.27,0,0,,Break G 1.5.158,XAUUSD+,sl 3368.39,-63500,4043200,-0.48,28.87,IS,-0.5,-263.3000000000011,-1.9515890292975597,0.1
830,XAUUSD+,Buy,21.07.2025 14:46:40,3374.74,0.1,21.07.2025 15:40:40,3385.77,54m 0s,109.8,3338.07,-0.5,109.8,3338.07,0,0,,Break G 1.5.158,XAUUSD+,tp 3385.77,110300,4153500,0.83,29.7,IS,-0.5,-153.50000000000182,-1.1377474971408192,0.1
832,XAUUSD+,Buy,22.07.2025 15:30:20,3401.51,0.1,22.07.2025 16:09:40,3412.53,39m 20s,109.7,3447.77,-0.5,109.7,3447.77,0,0,,Break G 1.5.158,XAUUSD+,tp 3412.53,110200,4263700,0.82,30.52,IS,-0.5,-43.80000000000109,-0.3246471685652674,0.1
834,XAUUSD+,Buy,11.08.2025 01:02:20,3404.97,0.1,11.08.2025 01:11:40,3395.32,9m 20s,-97,3350.77,-0.5,-97,3350.77,0,0,,Break G 1.5.158,XAUUSD+,sl 3395.32,-96500,4167200,-0.72,29.8,IS,-0.5,-140.8000000000011,-1.0436146423285126,0.1
836,XAUUSD+,Buy,27.08.2025 19:34:40,3393.5,0.1,28.08.2025 04:14:20,3389.71,8h 39m,-66.04,3284.73,-28.14,-66.04,3284.73,0,0,,Break G 1.5.158,XAUUSD+,sl 3389.71,-37900,4129300,-0.49,29.3,IS,-28.14,-206.84000000000196,-1.5331054873524854,0.1
838,XAUUSD+,Buy,28.08.2025 11:37:40,3398.32,0.1,28.08.2025 13:08:20,3394.15,1h 30m,-42.2,3242.53,-0.5,-42.2,3242.53,0,0,,Break G 1.5.158,XAUUSD+,sl 3394.15,-41700,4087600,-0.32,28.99,IS,-0.5,-249.0400000000027,-1.8458933986185626,0.1
840,XAUUSD+,Buy,28.08.2025 14:23:20,3400.61,0.1,28.08.2025 15:53:40,3398.35,1h 30m,-23.1,3219.43,-0.5,-23.1,3219.43,0,0,,Break G 1.5.158,XAUUSD+,sl 3398.35,-22600,4065000,-0.17,28.81,IS,-0.5,-272.14000000000306,-2.0171114258755853,0.1
842,XAUUSD+,Buy,28.08.2025 16:42:40,3406.8,0.1,28.08.2025 21:53:40,3419.1,5h 11m,122.5,3341.93,-0.5,122.5,3341.93,0,0,,Break G 1.5.158,XAUUSD+,tp 3419.10,123000,4188000,0.93,29.74,IS,-0.5,-149.64000000000306,-1.1091370389065385,0.1
844,XAUUSD+,Buy,29.08.2025 17:00:40,3429.03,0.1,29.08.2025 17:59:40,3440.41,59m 0s,113.3,3455.23,-0.5,113.3,3455.23,0,0,,Break G 1.5.158,XAUUSD+,tp 3440.41,113800,4301800,0.85,30.59,IS,-0.5,-36.34000000000378,-0.26935338140782533,0.1
846,XAUUSD+,Buy,02.09.2025 17:08:40,3497.63,0.1,02.09.2025 18:48:40,3518.49,1h 40m,208.1,3663.33,-0.5,208.1,3663.33,0,0,,Break G 1.5.158,XAUUSD+,tp 3518.49,208600,4510400,1.55,32.13,IS,-0.5,-0.0,-0.0,0.1
848,XAUUSD+,Buy,03.09.2025 11:27:20,3540.83,0.1,03.09.2025 13:03:40,3533.25,1h 36m,-76.3,3587.03,-0.5,-76.3,3587.03,0,0,,Break G 1.5.158,XAUUSD+,sl 3533.25,-75800,4434600,-0.56,31.58,IS,-0.5,-76.29999999999927,-0.5584290213293479,0.1
850,XAUUSD+,Buy,03.09.2025 14:00:40,3541.14,0.1,03.09.2025 16:27:40,3557.99,2h 27m,168,3755.03,-0.5,168,3755.03,0,0,,Break G 1.5.158,XAUUSD+,tp 3557.99,168500,4603100,1.24,32.81,IS,-0.5,-0.0,-0.0,0.1
852,XAUUSD+,Buy,05.09.2025 16:30:20,3580.21,0.1,05.09.2025 17:28:40,3582.33,58m 20s,20.7,3775.73,-0.5,20.7,3775.73,0,0,,Break G 1.5.158,XAUUSD+,sl 3582.33,21200,4624300,0.15,32.96,IS,-0.5,-0.0,-0.0,0.1
854,XAUUSD+,Buy,05.09.2025 18:46:20,3594.3,0.1,05.09.2025 23:02:40,3587.48,4h 16m,-68.7,3707.03,-0.5,-68.7,3707.03,0,0,,Break G 1.5.158,XAUUSD+,sl 3587.48,-68200,4556100,-0.5,32.46,IS,-0.5,-68.70000000000073,-0.49870315402523613,0.1
856,XAUUSD+,Buy,08.09.2025 10:04:40,3599.48,0.1,08.09.2025 11:22:40,3616.9,1h 18m,173.7,3880.73,-0.5,173.7,3880.73,0,0,,Break G 1.5.158,XAUUSD+,tp 3616.90,174200,4730300,1.27,33.73,IS,-0.5,-0.0,-0.0,0.1
858,XAUUSD+,Buy,08.09.2025 12:07:40,3612.81,0.1,08.09.2025 16:14:40,3631.27,4h 7m,184.1,4064.83,-0.5,184.1,4064.83,0,0,,Break G 1.5.158,XAUUSD+,tp 3631.27,184600,4914900,1.33,35.06,IS,-0.5,-0.0,-0.0,0.1
860,XAUUSD+,Buy,08.09.2025 16:30:40,3624.45,0.1,08.09.2025 18:01:40,3642.63,1h 31m,181.3,4246.13,-0.5,181.3,4246.13,0,0,,Break G 1.5.158,XAUUSD+,tp 3642.63,181800,5096700,1.29,36.35,IS,-0.5,-0.0,-0.0,0.1
